"ipm_id","species_author","species_accepted","tax_genus","tax_family","tax_order","tax_class","tax_phylum","kingdom","organism_type","dicot_monocot","angio_gymno","authors","journal","pub_year","doi","corresponding_author","email_year","remark","apa_citation","demog_appendix_link","duration","start_year","start_month","end_year","end_month","periodicity","population_name","number_populations","lat","lon","altitude","country","continent","ecoregion","studied_sex","eviction_used","evict_type","treatment","has_time_lag","has_age","has_dd",".test_passed"
"aaa141","Aeonium_arboreum","Aeonium_arboreum","Aeonium","Crassulaceae","Rosales","Magnoliopsida","Magnoliophyta","Plantae","Shrub","Dicot","angio","Pannell","RIO",2016,"https://hdl.handle.net/10182/7664","Pannell","jennifer.pannell@aut.ac.nz (2018)",NA,"Pannell, J. L. (2016). Climatic limitation of alien weeds in New Zealand: enhancing species distribution models with field data (Doctoral dissertation, Lincoln University).",NA,"6","2010","11","2015","11",1,"JK","1","-43.566400000000002","172.65369999999999","80","NZL  ","Oceania","TGS","A",FALSE,NA,"Unmanipulated",FALSE,FALSE,FALSE,NA
"aaa142","Aeonium_arboreum","Aeonium_arboreum","Aeonium","Crassulaceae","Rosales","Magnoliopsida","Magnoliophyta","Plantae","Shrub","Dicot","angio","Pannell","RIO",2016,"https://hdl.handle.net/10182/7664","Pannell","jennifer.pannell@aut.ac.nz (2018)",NA,"Pannell, J. L. (2016). Climatic limitation of alien weeds in New Zealand: enhancing species distribution models with field data (Doctoral dissertation, Lincoln University).",NA,"6","2010","11","2015","11",1,"JN","1","-43.63","172.72380000000001","75","NZL  ","Oceania","TGS","A",FALSE,NA,"Unmanipulated",FALSE,FALSE,FALSE,NA
"aaa143","Aeonium_arboreum","Aeonium_arboreum","Aeonium","Crassulaceae","Rosales","Magnoliopsida","Magnoliophyta","Plantae","Shrub","Dicot","angio","Pannell","RIO",2016,"https://hdl.handle.net/10182/7664","Pannell","jennifer.pannell@aut.ac.nz (2018)",NA,"Pannell, J. L. (2016). Climatic limitation of alien weeds in New Zealand: enhancing species distribution models with field data (Doctoral dissertation, Lincoln University).",NA,"6","2010","11","2015","11",1,"RH","1","-43.578400000000002","172.71270000000001","40","NZL  ","Oceania","TGS","A",FALSE,NA,"Unmanipulated",FALSE,FALSE,FALSE,NA
"aaa144","Aeonium_haworthii","Aeonium_haworthii","Aeonium","Crassulaceae","Rosales","Magnoliopsida","Magnoliophyta","Plantae","Shrub","Dicot","angio","Pannell","RIO",2016,"https://hdl.handle.net/10182/7664","Pannell","jennifer.pannell@aut.ac.nz (2018)",NA,"Pannell, J. L. (2016). Climatic limitation of alien weeds in New Zealand: enhancing species distribution models with field data (Doctoral dissertation, Lincoln University).",NA,"6","2010","11","2015","11",1,"AE","1","-43.809399999999997","172.9657","45","NZL  ","Oceania","TGS","A",FALSE,NA,"Unmanipulated",FALSE,FALSE,FALSE,NA
"aaa145","Aeonium_haworthii","Aeonium_haworthii","Aeonium","Crassulaceae","Rosales","Magnoliopsida","Magnoliophyta","Plantae","Shrub","Dicot","angio","Pannell","RIO",2016,"https://hdl.handle.net/10182/7664","Pannell","jennifer.pannell@aut.ac.nz (2018)",NA,"Pannell, J. L. (2016). Climatic limitation of alien weeds in New Zealand: enhancing species distribution models with field data (Doctoral dissertation, Lincoln University).",NA,"6","2010","11","2015","11",1,"CA","1","-43.493000000000002","172.53700000000001","37","NZL  ","Oceania","TGS","A",FALSE,NA,"Unmanipulated",FALSE,FALSE,FALSE,NA
"aaa146","Aeonium_haworthii","Aeonium_haworthii","Aeonium","Crassulaceae","Rosales","Magnoliopsida","Magnoliophyta","Plantae","Shrub","Dicot","angio","Pannell","RIO",2016,"https://hdl.handle.net/10182/7664","Pannell","jennifer.pannell@aut.ac.nz (2018)",NA,"Pannell, J. L. (2016). Climatic limitation of alien weeds in New Zealand: enhancing species distribution models with field data (Doctoral dissertation, Lincoln University).",NA,"6","2010","11","2015","11",1,"CG","1","-43.530999999999999","172.619","7","NZL  ","Oceania","TGS","A",FALSE,NA,"Unmanipulated",FALSE,FALSE,FALSE,NA
"aaa147","Aeonium_haworthii","Aeonium_haworthii","Aeonium","Crassulaceae","Rosales","Magnoliopsida","Magnoliophyta","Plantae","Shrub","Dicot","angio","Pannell","RIO",2016,"https://hdl.handle.net/10182/7664","Pannell","jennifer.pannell@aut.ac.nz (2018)",NA,"Pannell, J. L. (2016). Climatic limitation of alien weeds in New Zealand: enhancing species distribution models with field data (Doctoral dissertation, Lincoln University).",NA,"6","2010","11","2015","11",1,"CKSE","1","-43.530700000000003","172.60769999999999","6","NZL  ","Oceania","TGS","A",FALSE,NA,"Unmanipulated",FALSE,FALSE,FALSE,NA
"aaa148","Aeonium_haworthii","Aeonium_haworthii","Aeonium","Crassulaceae","Rosales","Magnoliopsida","Magnoliophyta","Plantae","Shrub","Dicot","angio","Pannell","RIO",2016,"https://hdl.handle.net/10182/7664","Pannell","jennifer.pannell@aut.ac.nz (2018)",NA,"Pannell, J. L. (2016). Climatic limitation of alien weeds in New Zealand: enhancing species distribution models with field data (Doctoral dissertation, Lincoln University).",NA,"6","2010","11","2015","11",1,"CNBP","1","-43.506","172.73500000000001","12","NZL  ","Oceania","TGS","A",FALSE,NA,"Unmanipulated",FALSE,FALSE,FALSE,NA
"aaa149","Aeonium_haworthii","Aeonium_haworthii","Aeonium","Crassulaceae","Rosales","Magnoliopsida","Magnoliophyta","Plantae","Shrub","Dicot","angio","Pannell","RIO",2016,"https://hdl.handle.net/10182/7664","Pannell","jennifer.pannell@aut.ac.nz (2018)",NA,"Pannell, J. L. (2016). Climatic limitation of alien weeds in New Zealand: enhancing species distribution models with field data (Doctoral dissertation, Lincoln University).",NA,"6","2010","11","2015","11",1,"LBBA","1","-43.746000000000002","173.119","236","NZL  ","Oceania","TGS","A",FALSE,NA,"Unmanipulated",FALSE,FALSE,FALSE,NA
"aaa150","Aeonium_haworthii","Aeonium_haworthii","Aeonium","Crassulaceae","Rosales","Magnoliopsida","Magnoliophyta","Plantae","Shrub","Dicot","angio","Pannell","RIO",2016,"https://hdl.handle.net/10182/7664","Pannell","jennifer.pannell@aut.ac.nz (2018)",NA,"Pannell, J. L. (2016). Climatic limitation of alien weeds in New Zealand: enhancing species distribution models with field data (Doctoral dissertation, Lincoln University).",NA,"6","2010","11","2015","11",1,"LBE","1","-43.626199999999997","172.47040000000001","18","NZL  ","Oceania","TGS","A",FALSE,NA,"Unmanipulated",FALSE,FALSE,FALSE,NA
"aaa151","Aeonium_haworthii","Aeonium_haworthii","Aeonium","Crassulaceae","Rosales","Magnoliopsida","Magnoliophyta","Plantae","Shrub","Dicot","angio","Pannell","RIO",2016,"https://hdl.handle.net/10182/7664","Pannell","jennifer.pannell@aut.ac.nz (2018)",NA,"Pannell, J. L. (2016). Climatic limitation of alien weeds in New Zealand: enhancing species distribution models with field data (Doctoral dissertation, Lincoln University).",NA,"6","2010","11","2015","11",1,"LH","1","-43.607999999999997","172.72399999999999","5","NZL  ","Oceania","TGS","A",FALSE,NA,"Unmanipulated",FALSE,FALSE,FALSE,NA
"aaa152","Aeonium_haworthii","Aeonium_haworthii","Aeonium","Crassulaceae","Rosales","Magnoliopsida","Magnoliophyta","Plantae","Shrub","Dicot","angio","Pannell","RIO",2016,"https://hdl.handle.net/10182/7664","Pannell","jennifer.pannell@aut.ac.nz (2018)",NA,"Pannell, J. L. (2016). Climatic limitation of alien weeds in New Zealand: enhancing species distribution models with field data (Doctoral dissertation, Lincoln University).",NA,"6","2010","11","2015","11",1,"LHCC","1","-43.789400000000001","172.3116","12","NZL  ","Oceania","TGS","A",FALSE,NA,"Unmanipulated",FALSE,FALSE,FALSE,NA
"aaa153","Aeonium_haworthii","Aeonium_haworthii","Aeonium","Crassulaceae","Rosales","Magnoliopsida","Magnoliophyta","Plantae","Shrub","Dicot","angio","Pannell","RIO",2016,"https://hdl.handle.net/10182/7664","Pannell","jennifer.pannell@aut.ac.nz (2018)",NA,"Pannell, J. L. (2016). Climatic limitation of alien weeds in New Zealand: enhancing species distribution models with field data (Doctoral dissertation, Lincoln University).",NA,"6","2010","11","2015","11",1,"LR","1","-43.761499999999998","172.3049","15","NZL  ","Oceania","TGS","A",FALSE,NA,"Unmanipulated",FALSE,FALSE,FALSE,NA
"aaa154","Aeonium_haworthii","Aeonium_haworthii","Aeonium","Crassulaceae","Rosales","Magnoliopsida","Magnoliophyta","Plantae","Shrub","Dicot","angio","Pannell","RIO",2016,"https://hdl.handle.net/10182/7664","Pannell","jennifer.pannell@aut.ac.nz (2018)",NA,"Pannell, J. L. (2016). Climatic limitation of alien weeds in New Zealand: enhancing species distribution models with field data (Doctoral dissertation, Lincoln University).",NA,"6","2010","11","2015","11",1,"RE","1","-43.328600000000002","172.61109999999999","23","NZL  ","Oceania","TGS","A",FALSE,NA,"Unmanipulated",FALSE,FALSE,FALSE,NA
"aaa155","Aeonium_haworthii","Aeonium_haworthii","Aeonium","Crassulaceae","Rosales","Magnoliopsida","Magnoliophyta","Plantae","Shrub","Dicot","angio","Pannell","RIO",2016,"https://hdl.handle.net/10182/7664","Pannell","jennifer.pannell@aut.ac.nz (2018)",NA,"Pannell, J. L. (2016). Climatic limitation of alien weeds in New Zealand: enhancing species distribution models with field data (Doctoral dissertation, Lincoln University).",NA,"6","2010","11","2015","11",1,"SLA","1","-43.604999999999997","172.649","466","NZL  ","Oceania","TGS","A",FALSE,NA,"Unmanipulated",FALSE,FALSE,FALSE,NA
"aaa156","Aeonium_haworthii","Aeonium_haworthii","Aeonium","Crassulaceae","Rosales","Magnoliopsida","Magnoliophyta","Plantae","Shrub","Dicot","angio","Pannell","RIO",2016,"https://hdl.handle.net/10182/7664","Pannell","jennifer.pannell@aut.ac.nz (2018)",NA,"Pannell, J. L. (2016). Climatic limitation of alien weeds in New Zealand: enhancing species distribution models with field data (Doctoral dissertation, Lincoln University).",NA,"6","2010","11","2015","11",1,"B1","1","-43.581600000000002","172.6551","239","NZL  ","Oceania","TGS","A",FALSE,NA,"Unmanipulated",FALSE,FALSE,FALSE,NA
"aaa157","Aeonium_haworthii","Aeonium_haworthii","Aeonium","Crassulaceae","Rosales","Magnoliopsida","Magnoliophyta","Plantae","Shrub","Dicot","angio","Pannell","RIO",2016,"https://hdl.handle.net/10182/7664","Pannell","jennifer.pannell@aut.ac.nz (2018)",NA,"Pannell, J. L. (2016). Climatic limitation of alien weeds in New Zealand: enhancing species distribution models with field data (Doctoral dissertation, Lincoln University).",NA,"6","2010","11","2015","11",1,"B2","1","-43.583300000000001","172.64930000000001","40","NZL  ","Oceania","TGS","A",FALSE,NA,"Unmanipulated",FALSE,FALSE,FALSE,NA
"aaa158","Aeonium_haworthii","Aeonium_haworthii","Aeonium","Crassulaceae","Rosales","Magnoliopsida","Magnoliophyta","Plantae","Shrub","Dicot","angio","Pannell","RIO",2016,"https://hdl.handle.net/10182/7664","Pannell","jennifer.pannell@aut.ac.nz (2018)",NA,"Pannell, J. L. (2016). Climatic limitation of alien weeds in New Zealand: enhancing species distribution models with field data (Doctoral dissertation, Lincoln University).",NA,"6","2010","11","2015","11",1,"B3","1","-43.587800000000001","172.65190000000001","67","NZL  ","Oceania","TGS","A",FALSE,NA,"Unmanipulated",FALSE,FALSE,FALSE,NA
"aaa159","Aeonium_haworthii","Aeonium_haworthii","Aeonium","Crassulaceae","Rosales","Magnoliopsida","Magnoliophyta","Plantae","Shrub","Dicot","angio","Pannell","RIO",2016,"https://hdl.handle.net/10182/7664","Pannell","jennifer.pannell@aut.ac.nz (2018)",NA,"Pannell, J. L. (2016). Climatic limitation of alien weeds in New Zealand: enhancing species distribution models with field data (Doctoral dissertation, Lincoln University).",NA,"6","2010","11","2015","11",1,"B4","1","-43.5916","172.65170000000001","67","NZL  ","Oceania","TGS","A",FALSE,NA,"Unmanipulated",FALSE,FALSE,FALSE,NA
"aaa160","Aeonium_haworthii","Aeonium_haworthii","Aeonium","Crassulaceae","Rosales","Magnoliopsida","Magnoliophyta","Plantae","Shrub","Dicot","angio","Pannell","RIO",2016,"https://hdl.handle.net/10182/7664","Pannell","jennifer.pannell@aut.ac.nz (2018)",NA,"Pannell, J. L. (2016). Climatic limitation of alien weeds in New Zealand: enhancing species distribution models with field data (Doctoral dissertation, Lincoln University).",NA,"6","2010","11","2015","11",1,"B5","1","-43.6","172.64449999999999","358","NZL  ","Oceania","TGS","A",FALSE,NA,"Unmanipulated",FALSE,FALSE,FALSE,NA
"aaa161","Aeonium_haworthii","Aeonium_haworthii","Aeonium","Crassulaceae","Rosales","Magnoliopsida","Magnoliophyta","Plantae","Shrub","Dicot","angio","Pannell","RIO",2016,"https://hdl.handle.net/10182/7664","Pannell","jennifer.pannell@aut.ac.nz (2018)",NA,"Pannell, J. L. (2016). Climatic limitation of alien weeds in New Zealand: enhancing species distribution models with field data (Doctoral dissertation, Lincoln University).",NA,"6","2010","11","2015","11",1,"B6","1","-43.595300000000002","172.66540000000001","340","NZL  ","Oceania","TGS","A",FALSE,NA,"Unmanipulated",FALSE,FALSE,FALSE,NA
"aaa162","Aeonium_haworthii","Aeonium_haworthii","Aeonium","Crassulaceae","Rosales","Magnoliopsida","Magnoliophyta","Plantae","Shrub","Dicot","angio","Pannell","RIO",2016,"https://hdl.handle.net/10182/7664","Pannell","jennifer.pannell@aut.ac.nz (2018)",NA,"Pannell, J. L. (2016). Climatic limitation of alien weeds in New Zealand: enhancing species distribution models with field data (Doctoral dissertation, Lincoln University).",NA,"6","2010","11","2015","11",1,"BF1","1","-43.814100000000003","172.7182","8","NZL  ","Oceania","TGS","A",FALSE,NA,"Unmanipulated",FALSE,FALSE,FALSE,NA
"aaa163","Aeonium_haworthii","Aeonium_haworthii","Aeonium","Crassulaceae","Rosales","Magnoliopsida","Magnoliophyta","Plantae","Shrub","Dicot","angio","Pannell","RIO",2016,"https://hdl.handle.net/10182/7664","Pannell","jennifer.pannell@aut.ac.nz (2018)",NA,"Pannell, J. L. (2016). Climatic limitation of alien weeds in New Zealand: enhancing species distribution models with field data (Doctoral dissertation, Lincoln University).",NA,"6","2010","11","2015","11",1,"BF2","1","-43.812600000000003","172.71969999999999","7","NZL  ","Oceania","TGS","A",FALSE,NA,"Unmanipulated",FALSE,FALSE,FALSE,NA
"aaa164","Aeonium_haworthii","Aeonium_haworthii","Aeonium","Crassulaceae","Rosales","Magnoliopsida","Magnoliophyta","Plantae","Shrub","Dicot","angio","Pannell","RIO",2016,"https://hdl.handle.net/10182/7664","Pannell","jennifer.pannell@aut.ac.nz (2018)",NA,"Pannell, J. L. (2016). Climatic limitation of alien weeds in New Zealand: enhancing species distribution models with field data (Doctoral dissertation, Lincoln University).",NA,"6","2010","11","2015","11",1,"CK1","1","-43.653199999999998","172.62360000000001","477","NZL  ","Oceania","TGS","A",FALSE,NA,"Unmanipulated",FALSE,FALSE,FALSE,NA
"aaa165","Aeonium_haworthii","Aeonium_haworthii","Aeonium","Crassulaceae","Rosales","Magnoliopsida","Magnoliophyta","Plantae","Shrub","Dicot","angio","Pannell","RIO",2016,"https://hdl.handle.net/10182/7664","Pannell","jennifer.pannell@aut.ac.nz (2018)",NA,"Pannell, J. L. (2016). Climatic limitation of alien weeds in New Zealand: enhancing species distribution models with field data (Doctoral dissertation, Lincoln University).",NA,"6","2010","11","2015","11",1,"CK2","1","-43.655099999999997","172.6233","471","NZL  ","Oceania","TGS","A",FALSE,NA,"Unmanipulated",FALSE,FALSE,FALSE,NA
"aaa166","Aeonium_haworthii","Aeonium_haworthii","Aeonium","Crassulaceae","Rosales","Magnoliopsida","Magnoliophyta","Plantae","Shrub","Dicot","angio","Pannell","RIO",2016,"https://hdl.handle.net/10182/7664","Pannell","jennifer.pannell@aut.ac.nz (2018)",NA,"Pannell, J. L. (2016). Climatic limitation of alien weeds in New Zealand: enhancing species distribution models with field data (Doctoral dissertation, Lincoln University).",NA,"6","2010","11","2015","11",1,"CK3","1","-43.6556","172.6234","476","NZL  ","Oceania","TGS","A",FALSE,NA,"Unmanipulated",FALSE,FALSE,FALSE,NA
"aaa167","Aeonium_haworthii","Aeonium_haworthii","Aeonium","Crassulaceae","Rosales","Magnoliopsida","Magnoliophyta","Plantae","Shrub","Dicot","angio","Pannell","RIO",2016,"https://hdl.handle.net/10182/7664","Pannell","jennifer.pannell@aut.ac.nz (2018)",NA,"Pannell, J. L. (2016). Climatic limitation of alien weeds in New Zealand: enhancing species distribution models with field data (Doctoral dissertation, Lincoln University).",NA,"6","2010","11","2015","11",1,"CK4","1","-43.6584","172.62360000000001","532","NZL  ","Oceania","TGS","A",FALSE,NA,"Unmanipulated",FALSE,FALSE,FALSE,NA
"aaa168","Aeonium_haworthii","Aeonium_haworthii","Aeonium","Crassulaceae","Rosales","Magnoliopsida","Magnoliophyta","Plantae","Shrub","Dicot","angio","Pannell","RIO",2016,"https://hdl.handle.net/10182/7664","Pannell","jennifer.pannell@aut.ac.nz (2018)",NA,"Pannell, J. L. (2016). Climatic limitation of alien weeds in New Zealand: enhancing species distribution models with field data (Doctoral dissertation, Lincoln University).",NA,"6","2010","11","2015","11",1,"CK5","1","-43.661000000000001","172.6242","552","NZL  ","Oceania","TGS","A",FALSE,NA,"Unmanipulated",FALSE,FALSE,FALSE,NA
"aaa169","Aeonium_haworthii","Aeonium_haworthii","Aeonium","Crassulaceae","Rosales","Magnoliopsida","Magnoliophyta","Plantae","Shrub","Dicot","angio","Pannell","RIO",2016,"https://hdl.handle.net/10182/7664","Pannell","jennifer.pannell@aut.ac.nz (2018)",NA,"Pannell, J. L. (2016). Climatic limitation of alien weeds in New Zealand: enhancing species distribution models with field data (Doctoral dissertation, Lincoln University).",NA,"6","2010","11","2015","11",1,"CK6","1","-43.665300000000002","172.624","479","NZL  ","Oceania","TGS","A",FALSE,NA,"Unmanipulated",FALSE,FALSE,FALSE,NA
"aaa170","Aeonium_haworthii","Aeonium_haworthii","Aeonium","Crassulaceae","Rosales","Magnoliopsida","Magnoliophyta","Plantae","Shrub","Dicot","angio","Pannell","RIO",2016,"https://hdl.handle.net/10182/7664","Pannell","jennifer.pannell@aut.ac.nz (2018)",NA,"Pannell, J. L. (2016). Climatic limitation of alien weeds in New Zealand: enhancing species distribution models with field data (Doctoral dissertation, Lincoln University).",NA,"6","2010","11","2015","11",1,"GP1","1","-43.574100000000001","172.7465","200","NZL  ","Oceania","TGS","A",FALSE,NA,"Unmanipulated",FALSE,FALSE,FALSE,NA
"aaa171","Aeonium_haworthii","Aeonium_haworthii","Aeonium","Crassulaceae","Rosales","Magnoliopsida","Magnoliophyta","Plantae","Shrub","Dicot","angio","Pannell","RIO",2016,"https://hdl.handle.net/10182/7664","Pannell","jennifer.pannell@aut.ac.nz (2018)",NA,"Pannell, J. L. (2016). Climatic limitation of alien weeds in New Zealand: enhancing species distribution models with field data (Doctoral dissertation, Lincoln University).",NA,"6","2010","11","2015","11",1,"GP2","1","-43.577599999999997","172.7527","167","NZL  ","Oceania","TGS","A",FALSE,NA,"Unmanipulated",FALSE,FALSE,FALSE,NA
"aaa172","Aeonium_haworthii","Aeonium_haworthii","Aeonium","Crassulaceae","Rosales","Magnoliopsida","Magnoliophyta","Plantae","Shrub","Dicot","angio","Pannell","RIO",2016,"https://hdl.handle.net/10182/7664","Pannell","jennifer.pannell@aut.ac.nz (2018)",NA,"Pannell, J. L. (2016). Climatic limitation of alien weeds in New Zealand: enhancing species distribution models with field data (Doctoral dissertation, Lincoln University).",NA,"6","2010","11","2015","11",1,"GP3","1","-43.593600000000002","172.74029999999999","234","NZL  ","Oceania","TGS","A",FALSE,NA,"Unmanipulated",FALSE,FALSE,FALSE,NA
